,Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
4306,306,한솥도시락 어린이대공원점,김밥(도시락),051-715-0210,부산광역시 부산진구 초읍동 291-1번지 (1층),"부산광역시 부산진구 성지로 159, 1층 (초읍동)",386421.104258838,188879.397822859,영업/정상,,부산진구,초읍동,초읍동 한솥도시락 어린이대공원점,초읍동 한솥도시락 어린이대공원점 051-715-0210,
4307,307,BHC범내골점,호프/통닭,051-631-0161,부산광역시 부산진구 범천동 851-1 대원아파트1동상가(1층),"부산광역시 부산진구 황령대로18번길 37, 1동 1층 6호 (범천동, 대원아파트상가)",387834.714347587,184965.427400521,영업/정상,,부산진구,범천동,범천동 BHC범내골점,범천동 BHC범내골점 051-631-0161,
4308,308,청해수산,한식,051-8944217,부산광역시 부산진구 개금동 362-2번지,부산광역시 부산진구 백양대로238번길 20 (개금동),384349.925749126,186186.246001004,영업/정상,,부산진구,개금동,개금동 청해수산,개금동 청해수산 051-8944217,
4315,315,고집상회,기타,051-632-2355,부산광역시 부산진구 범천동 881-60,부산광역시 부산진구 범일로131번길 61 (범천동),387532.311049537,184700.55743953,영업/정상,,부산진구,범천동,범천동 고집상회,범천동 고집상회 051-632-2355,
4316,316,승승삼겹축제,기타,051-893-0053,부산광역시 부산진구 가야동 501-5번지,"부산광역시 부산진구 가야공원로 54, 1층 (가야동)",384908.438940681,185157.924592114,영업/정상,,부산진구,가야동,가야동 승승삼겹축제,가야동 승승삼겹축제 051-893-0053,
4318,318,700비어양정점,호프/통닭,051-862-0079,부산광역시 부산진구 양정동 391-2번지,"부산광역시 부산진구 동평로420번길 20, 1층 (양정동)",388482.740414113,187867.932214036,영업/정상,,부산진구,양정동,양정동 700비어양정점,양정동 700비어양정점 051-862-0079,
4320,320,만리장성,중국식,051-897-4411,부산광역시 부산진구 가야동 663-34번지,부산광역시 부산진구 가야대로482번길 106 (가야동),384359.425764149,185123.742823667,영업/정상,,부산진구,가야동,가야동 만리장성,가야동 만리장성 051-897-4411,
4321,321,메가#크로플,김밥(도시락),051-804-5252,부산광역시 부산진구 부전동 130-5 (1층),"부산광역시 부산진구 서전로9번길 27, 1층 (부전동)",387711.325883394,186381.353681793,영업/정상,,부산진구,부전동,부전동 메가#크로플,부전동 메가#크로플 051-804-5252,
4323,323,썬더치킨,통닭(치킨),051-897-8592,부산광역시 부산진구 가야동 369-8번지 번지(1층),"부산광역시 부산진구 대학로 21 (가야동,번지(1층))",385529.033522627,185717.506462117,영업/정상,,부산진구,가야동,가야동 썬더치킨,가야동 썬더치킨 051-897-8592,
4326,326,만냥집,경양식,051-805-6905,부산광역시 부산진구 초읍동 290-11번지 (1층),"부산광역시 부산진구 성지로 149-1 (초읍동,(1층))",386500.516967748,188854.38691268,영업/정상,,부산진구,초읍동,초읍동 만냥집,초읍동 만냥집 051-805-6905,
4327,327,초량집,한식,051-8082331,부산광역시 부산진구 초읍동 292-2번지,부산광역시 부산진구 초읍천로 110 (초읍동),386363.316976814,188866.519280974,영업/정상,,부산진구,초읍동,초읍동 초량집,초읍동 초량집 051-8082331,
4328,328,쉬즈,기타,070-82755697,부산광역시 부산진구 전포동 170-1 (세견한신하이텔)(2층),"부산광역시 부산진구 전포대로 294, 2층 204호 (전포동, 세견한신하이텔)",388211.357283308,186804.440373642,영업/정상,,부산진구,전포동,전포동 쉬즈,전포동 쉬즈 070-82755697,
4330,330,더수제,식육(숯불구이),051-852-3457,부산광역시 부산진구 양정동 350-70번지 (1층),"부산광역시 부산진구 양지로5번길 48, 1층 (양정동)",388612.102726678,187779.12160125,영업/정상,,부산진구,양정동,양정동 더수제,양정동 더수제 051-852-3457,
4331,331,페리카나개금점,통닭(치킨),051-891-9299,부산광역시 부산진구 개금동 18번지 (1층),"부산광역시 부산진구 개금본동로 32 (개금동,(1층))",384302.979790967,186364.973711794,영업/정상,,부산진구,개금동,개금동 페리카나개금점,개금동 페리카나개금점 051-891-9299,
4338,338,가야포차선지국밥,기타,051-894-6921,부산광역시 부산진구 가야동 506-13번지 번지(1층),"부산광역시 부산진구 가야공원로 58 (가야동,번지(1층))",384908.47039709,185109.276535771,영업/정상,,부산진구,가야동,가야동 가야포차선지국밥,가야동 가야포차선지국밥 051-894-6921,
4341,341,유명산곰장어,한식,051-806-4300,부산광역시 부산진구 부전동 517-44,부산광역시 부산진구 가야대로784번길 57-6 (부전동),387409.968379531,185899.638021006,영업/정상,,부산진구,부전동,부전동 유명산곰장어,부전동 유명산곰장어 051-806-4300,
4342,342,통영참숯골장어,한식,051-819-7788,부산광역시 부산진구 초읍동 290-7번지,부산광역시 부산진구 성지로 145 (초읍동),386536.902937761,188841.697876999,영업/정상,,부산진구,초읍동,초읍동 통영참숯골장어,초읍동 통영참숯골장어 051-819-7788,
4347,347,부산돼지국밥,냉면집,051-809-1404,부산광역시 부산진구 범전동 212-44번지,"부산광역시 부산진구 새싹로 84, 지하1층 (범전동)",387074.136726417,186969.173239873,영업/정상,,부산진구,범전동,범전동 부산돼지국밥,범전동 부산돼지국밥 051-809-1404,
4350,350,동근이숯불두마리치킨,통닭(치킨),051-892-9252,부산광역시 부산진구 부암동 332-10번지,"부산광역시 부산진구 동평로 131, 지상1층 (부암동)",386142.75440432,187153.732259069,영업/정상,,부산진구,부암동,부암동 동근이숯불두마리치킨,부암동 동근이숯불두마리치킨 051-892-9252,
4354,354,일품모듬구이,한식,051-806-0092,부산광역시 부산진구 부전동 264-7번지 번지,"부산광역시 부산진구 새싹로14번길 21 (부전동,번지)",387505.662310412,186471.512912463,영업/정상,,부산진구,부전동,부전동 일품모듬구이,부전동 일품모듬구이 051-806-0092,
4356,356,썬식당,호프/통닭,051-631-0180,부산광역시 부산진구 범천동 1142-8번지 6통3반,부산광역시 부산진구 신암로135번길 24 (범천동),386622.00277787,185565.80870852,영업/정상,,부산진구,범천동,범천동 썬식당,범천동 썬식당 051-631-0180,
4359,359,몽리,경양식,051-816-1161,부산광역시 부산진구 부전동 205-1번지 (4층),"부산광역시 부산진구 중앙대로692번길 22 (부전동,(4층))",387679.603869109,185851.527772379,영업/정상,,부산진구,부전동,부전동 몽리,부전동 몽리 051-816-1161,
4360,360,떡볶이 참 잘하는집 떡참 부산 당감점,기타,051-891-9954,부산광역시 부산진구 당감동 678-2 (1층),"부산광역시 부산진구 백양순환로 22, 1층 (당감동)",385172.054523311,187168.729440437,영업/정상,,부산진구,당감동,당감동 떡볶이 참 잘하는집 떡참 부산 당감점,당감동 떡볶이 참 잘하는집 떡참 부산 당감점 051-891-9954,
4362,362,뽈,한식,051-804-5554,부산광역시 부산진구 초읍동 173-16 (1층),"부산광역시 부산진구 성지로 124, 1층 (초읍동)",386754.152023785,188766.270389266,영업/정상,,부산진구,초읍동,초읍동 뽈,초읍동 뽈 051-804-5554,
4367,367,화지회관식육식당,한식,051-867-5800,부산광역시 부산진구 양정동 464-1 번지 외 9필지(지하1층),"부산광역시 부산진구 동평로 335 (양정동,번지 외 9필지(지하1층))",387735.344136952,188164.72863155,영업/정상,,부산진구,양정동,양정동 화지회관식육식당,양정동 화지회관식육식당 051-867-5800,
4368,368,밴드,통닭(치킨),051-896-0092,부산광역시 부산진구 당감동 516-4번지 번지(나 상가2) 1층,"부산광역시 부산진구 백양관문로 10 (당감동,번지(나 상가2) 1층)",385072.887064884,186590.744974992,영업/정상,,부산진구,당감동,당감동 밴드,당감동 밴드 051-896-0092,
4371,371,달달포차,기타,051-802-3163,부산광역시 부산진구 전포동 657-20,"부산광역시 부산진구 동천로132번길 12-5, 1층 (전포동)",387909.698002628,186539.953931089,영업/정상,,부산진구,전포동,전포동 달달포차,전포동 달달포차 051-802-3163,
4373,373,바다산꼼장어,식육(숯불구이),051-323-5810,부산광역시 부산진구 개금동 554-19 번지(1층일부),"부산광역시 부산진구 냉정로 186 (개금동,번지(1층일부))",384047.523241591,185294.768009497,영업/정상,,부산진구,개금동,개금동 바다산꼼장어,개금동 바다산꼼장어 051-323-5810,
4375,375,본동집,한식,051-8927506,부산광역시 부산진구 가야동 507-1번지,부산광역시 부산진구 가야공원로63번길 5 (가야동),384950.486774811,185090.331732746,영업/정상,,부산진구,가야동,가야동 본동집,가야동 본동집 051-8927506,
4379,379,베르빌골프아카데미식당,한식,051-816-3333,"부산광역시 부산진구 부전동 525-3번지 서면베르빌 B202, -2층","부산광역시 부산진구 부전로 43, -2층 B202호 (부전동, 서면베르빌)",387219.144332946,185793.454774431,영업/정상,,부산진구,부전동,부전동 베르빌골프아카데미식당,부전동 베르빌골프아카데미식당 051-816-3333,
4382,382,수양정양꼬치전문점,식육(숯불구이),051-851-9792,부산광역시 부산진구 양정동 39-19번지 번지(1층),"부산광역시 부산진구 진남로 556 (양정동,번지(1층))",388961.561591013,187828.250226202,영업/정상,,부산진구,양정동,양정동 수양정양꼬치전문점,양정동 수양정양꼬치전문점 051-851-9792,
4384,384,바코드(BAR CODE),경양식,051-808-2225,부산광역시 부산진구 부전동 524-35 (지하1층),"부산광역시 부산진구 부전로 46 (부전동,(지하1층))",387259.151778274,185827.382168526,영업/정상,,부산진구,부전동,부전동 바코드(BAR CODE),부전동 바코드(BAR CODE) 051-808-2225,
4387,387,동원장수촌,경양식,051-8064967,부산광역시 부산진구 부암동 541-17번지 (1층),"부산광역시 부산진구 백양순환로95번길 6 (부암동,(1층))",385542.299619914,187580.398945272,영업/정상,,부산진구,부암동,부암동 동원장수촌,부암동 동원장수촌 051-8064967,
4391,391,교촌치킨,통닭(치킨),051-898-9599,부산광역시 부산진구 범천동 1278-11번지 1층,"부산광역시 부산진구 신암로 55-1, 1층 (범천동)",387215.756688062,185002.201947222,영업/정상,,부산진구,범천동,범천동 교촌치킨,범천동 교촌치킨 051-898-9599,
4392,392,대독장서면점,경양식,051-802-4224,부산광역시 부산진구 부전동 517-1번지 지상2층,"부산광역시 부산진구 서면로 57, 지상2층 (부전동)",387415.347897357,186007.178552569,영업/정상,,부산진구,부전동,부전동 대독장서면점,부전동 대독장서면점 051-802-4224,
4393,393,통영생아구찜,한식,051-806-7704,부산광역시 부산진구 부전동 512-27번지,부산광역시 부산진구 부전로65번길 6 (부전동),387128.808153996,186016.460875978,영업/정상,,부산진구,부전동,부전동 통영생아구찜,부전동 통영생아구찜 051-806-7704,
4394,394,경북식당,기타,051-805-5085,부산광역시 부산진구 부전동 267-22번지 번지,"부산광역시 부산진구 새싹로8번길 62 (부전동,번지)",387696.73151087,186559.986277967,영업/정상,,부산진구,부전동,부전동 경북식당,부전동 경북식당 051-805-5085,
4397,397,한우생구이,한식,051-555-8899,부산광역시 부산진구 전포동 33-9번지 한신아파트 상가 2동 102호,"부산광역시 부산진구 전포대로 294 (전포동,한신아파트 상가 2동 102호)",388306.464491104,186830.288315552,영업/정상,,부산진구,전포동,전포동 한우생구이,전포동 한우생구이 051-555-8899,
4399,399,진진,식육(숯불구이),051-818-8813,부산광역시 부산진구 부전동 168-299 (1층),"부산광역시 부산진구 중앙대로680번가길 55-3 (부전동,(1층))",387696.528078269,186019.585028633,영업/정상,,부산진구,부전동,부전동 진진,부전동 진진 051-818-8813,
4401,401,서면 맛찬들 왕 소금구이,식육(숯불구이),051-808-6088,부산광역시 부산진구 부전동 516-51번지,"부산광역시 부산진구 중앙대로691번가길 24-3, 1,2층 (부전동)",387242.860796252,185970.872306683,영업/정상,,부산진구,부전동,부전동 서면 맛찬들 왕 소금구이,부전동 서면 맛찬들 왕 소금구이 051-808-6088,
4402,402,벤츠,호프/통닭,051-802-1544,부산광역시 부산진구 부전동 233-1 (지하1층),"부산광역시 부산진구 신천대로62번길 59, 지하1층 (부전동)",387485.482071036,185733.576715743,영업/정상,,부산진구,부전동,부전동 벤츠,부전동 벤츠 051-802-1544,
4405,405,포천 암소갈비살,기타,051-894-6001,부산광역시 부산진구 개금동 177-280 번지,"부산광역시 부산진구 복지로13번길 29 (개금동,번지)",384187.894292727,185529.377048902,영업/정상,,부산진구,개금동,개금동 포천 암소갈비살,개금동 포천 암소갈비살 051-894-6001,
